InvoiceNo,Quantity,InvoiceDate,CustomerID,Country,StockCode,Description,UnitPrice
537989,6,2011-01-01T09:23,16934,Italy,87855A,GLASS JAR,3.44
537989,7,2010-12-11T11:28,18186,Italy,55455Z,WOODEN TRAY,22.62
537992,11,2010-12-24T23:58,15316,Italy,97801A,CREAM CUPID HEARTS COAT HANGER,16.73
537994,16,2011-01-30T03:39,14937,Italy,11706H,WOODEN TRAY,20.89
537995,1,2011-01-19T01:56,16957,Italy,21098R,WHITE HANGING HEART T-LIGHT HOLDER,19.91
537996,17,2011-01-02T03:34,16053,Italy,65178G,FRUIT & VEG STORAGE BASKET,8.01
537998,1,2011-01-20T19:54,10882,Italy,77036B,WHITE METAL LANTERN,20.67
537999,9,2011-01-20T19:00,14640,Italy,79166A,WOODEN TRAY,17.45
538000,12,2011-01-31T12:03,19150,Italy,16815W,WHITE METAL LANTERN,2.48
538000,20,2011-01-06T21:11,14346,Italy,39815U,WHITE METAL LANTERN,10.47
538002,5,2011-01-25T01:34,10223,Italy,52456Q,FRUIT & VEG STORAGE BASKET,14.21
538003,12,2010-12-05T21:21,13058,Italy,85105S,GLASS JAR,19.76
538006,3,2010-12-09T23:08,19545,Italy,49314L,WOODEN TRAY,8.82
538007,19,2010-12-18T20:39,10719,Italy,61161H,CREAM CUPID HEARTS COAT HANGER,5.95
538010,12,2011-01-14T21:31,17233,Italy,28916O,WHITE HANGING HEART T-LIGHT HOLDER,17.42
538012,20,2011-02-05T15:34,15211,Italy,89740R,CREAM CUPID HEARTS COAT HANGER,4.18
538013,7,2010-12-16T05:53,10105,Italy,62828I,FRUIT & VEG STORAGE BASKET,10.16
538014,12,2011-02-07T04:20,15073,Italy,28146V,FOOD STORAGE CONTAINER,12.68
538014,17,2011-02-01T17:25,18668,Italy,88467K,PLASTIC BOTTLE,9.80
538016,13,2011-01-05T03:38,19557,Italy,71493G,WOODEN TRAY,1.71
538018,19,2011-02-08T15:24,14544,Italy,59893D,FRUIT & VEG STORAGE BASKET,15.52
538019,19,2010-12-16T09:48,16237,Italy,89273L,CREAM CUPID HEARTS COAT HANGER,16.98
538020,1,2010-12-15T15:11,10827,Italy,61826J,CREAM CUPID HEARTS COAT HANGER,3.91
538021,10,2010-12-15T01:10,17214,Italy,94347K,WOODEN TRAY,19.84
538023,10,2011-01-04T10:37,13627,Italy,29671B,CREAM CUPID HEARTS COAT HANGER,17.42
538023,10,2011-01-01T21:32,15076,Italy,42083R,WHITE METAL LANTERN,4.58
538023,4,2011-01-31T16:18,17577,Italy,39784G,CREAM CUPID HEARTS COAT HANGER,22.57
538024,9,2010-12-16T16:49,14919,Italy,64030F,PLASTIC BOTTLE,19.79
538024,11,2010-12-27T18:11,19412,Italy,43618H,CREAM CUPID HEARTS COAT HANGER,13.92
538024,12,2010-12-04T12:30,13481,Italy,22584G,WHITE HANGING HEART T-LIGHT HOLDER,2.60
538025,7,2010-12-23T17:29,13727,Italy,77865M,PLASTIC BOTTLE,11.13
538029,5,2011-01-15T23:21,13406,Italy,29268D,WHITE HANGING HEART T-LIGHT HOLDER,13.63
538029,14,2011-01-21T15:27,15176,Italy,63729J,FOOD STORAGE CONTAINER,15.63
538030,2,2010-12-17T20:44,16313,Italy,81857F,PLASTIC BOTTLE,17.99
538032,7,2010-12-19T02:46,10637,Italy,95738R,WHITE HANGING HEART T-LIGHT HOLDER,19.31
538032,4,2010-12-09T19:20,18709,Italy,35090R,FRUIT & VEG STORAGE BASKET,10.55
538035,20,2011-01-21T09:28,13084,Italy,55719W,GLASS JAR,18.63
538035,6,2010-12-02T07:23,11529,Italy,54387S,FRUIT & VEG STORAGE BASKET,15.91
538036,7,2010-12-18T04:11,14426,Italy,54160H,WHITE METAL LANTERN,15.12
538037,15,2010-12-07T07:23,14562,Italy,99833F,WOODEN TRAY,11.12
538040,8,2011-01-16T17:40,18676,Italy,62772M,PLASTIC BOTTLE,7.94
538043,12,2010-12-13T14:12,11545,Italy,80144V,FOOD STORAGE CONTAINER,22.05
538045,20,2011-02-02T17:08,19442,Italy,16309N,FRUIT & VEG STORAGE BASKET,5.68
538045,4,2011-01-19T14:30,18798,Italy,54736E,GLASS JAR,3.50
538047,14,2010-12-20T22:22,15542,Italy,27354A,PLASTIC BOTTLE,6.37
538048,17,2011-02-02T23:50,10592,Italy,24569O,FRUIT & VEG STORAGE BASKET,4.28
538048,11,2011-01-24T01:22,10602,Italy,97868U,FOOD STORAGE CONTAINER,12.38
538049,17,2011-01-28T15:29,19126,Italy,84819K,GLASS JAR,17.03
538050,14,2011-01-03T18:15,16651,Italy,46467V,PLASTIC BOTTLE,17.74
538053,10,2010-12-04T03:19,19699,Italy,39392J,WOODEN TRAY,0.76
538053,10,2010-12-08T09:15,16313,Italy,17632S,FOOD STORAGE CONTAINER,14.54
538053,19,2010-12-29T19:43,16237,Italy,53682Q,FRUIT & VEG STORAGE BASKET,6.04
538054,16,2011-01-29T16:02,18469,Italy,53970Y,WOODEN TRAY,7.71
538056,19,2010-12-14T22:49,16689,Italy,43996G,FRUIT & VEG STORAGE BASKET,22.62
538057,4,2011-01-15T12:46,13554,Italy,73973X,WOODEN TRAY,18.56
538057,10,2010-12-03T04:25,15453,Italy,60009C,FOOD STORAGE CONTAINER,11.28
538058,6,2011-01-09T11:22,14495,Italy,39671P,WOODEN TRAY,12.25
538058,14,2011-01-11T04:45,18374,Italy,16807H,FOOD STORAGE CONTAINER,1.04
538060,17,2010-12-20T02:00,17924,Italy,78933T,FRUIT & VEG STORAGE BASKET,4.21
538061,5,2011-01-08T19:35,15549,Italy,86014Y,WOODEN TRAY,12.38
538062,16,2011-01-27T18:43,18017,Italy,88113G,CREAM CUPID HEARTS COAT HANGER,24.16
538063,8,2010-12-08T01:35,18676,Italy,90221Q,PLASTIC BOTTLE,21.38
538064,3,2011-01-04T00:36,10436,Italy,74922L,WHITE METAL LANTERN,8.03
538066,1,2010-12-08T16:19,13985,Italy,27618L,CREAM CUPID HEARTS COAT HANGER,1.74
538074,18,2010-12-05T13:03,11435,Italy,12458N,GLASS JAR,17.56
538075,11,2010-12-13T06:13,14455,Italy,55297F,WHITE METAL LANTERN,24.89
538078,5,2011-01-28T07:29,10546,Italy,64666G,WOODEN TRAY,2.72
538080,8,2010-12-27T15:23,13995,Italy,24603B,FRUIT & VEG STORAGE BASKET,24.85
538083,2,2011-01-26T00:36,12030,Italy,32522A,WHITE METAL LANTERN,20.47
538085,12,2010-12-27T10:04,16941,Italy,94455S,CREAM CUPID HEARTS COAT HANGER,22.25
538085,3,2010-12-25T11:32,16796,Italy,28441H,WHITE METAL LANTERN,11.10
538086,17,2011-02-07T07:26,16500,Italy,74217U,CREAM CUPID HEARTS COAT HANGER,13.71
538086,12,2011-01-03T00:06,12933,Italy,27971H,FRUIT & VEG STORAGE BASKET,18.53
538087,7,2011-01-10T01:58,10000,Italy,33493X,WHITE METAL LANTERN,7.20
538087,14,2011-01-13T17:12,16666,Italy,80827H,GLASS JAR,24.71
538088,3,2010-12-16T11:50,12899,Italy,55187G,GLASS JAR,22.83
538091,10,2011-01-01T07:37,18702,Italy,72822A,WHITE HANGING HEART T-LIGHT HOLDER,10.20
538092,2,2010-12-15T16:52,17717,Italy,29330E,WHITE METAL LANTERN,13.22
538093,3,2011-01-31T11:35,15868,Italy,62145R,WOODEN TRAY,2.44
538097,19,2011-01-05T07:08,14516,Italy,56054J,CREAM CUPID HEARTS COAT HANGER,12.08
538098,2,2011-01-09T04:33,12899,Italy,46520S,WHITE METAL LANTERN,4.74
538099,8,2010-12-18T03:32,12654,Italy,71900H,CREAM CUPID HEARTS COAT HANGER,24.22
538100,2,2011-02-04T07:19,13487,Italy,94774Q,GLASS JAR,14.49
538100,17,2010-12-02T12:31,11761,Italy,83608J,WHITE METAL LANTERN,3.01
538105,3,2011-02-06T04:33,13731,Italy,30809B,FOOD STORAGE CONTAINER,2.92
538105,18,2010-12-06T03:16,12266,Italy,38466Q,PLASTIC BOTTLE,17.84
538105,3,2010-12-31T22:59,16187,Italy,99230F,GLASS JAR,21.21
538106,11,2010-12-10T10:17,12751,Italy,10039I,FRUIT & VEG STORAGE BASKET,9.65
538107,13,2011-01-04T09:07,14747,Italy,43538E,WHITE METAL LANTERN,19.27
538108,17,2011-01-21T03:52,12353,Italy,33603E,WOODEN TRAY,23.11
538108,2,2010-12-15T23:40,12267,Italy,65581R,PLASTIC BOTTLE,22.48
538109,15,2011-01-05T09:26,17586,Italy,36130X,FOOD STORAGE CONTAINER,6.43
538112,15,2011-02-05T22:00,14572,Italy,95384P,CREAM CUPID HEARTS COAT HANGER,6.05
538113,11,2011-02-06T02:15,12257,Italy,86472G,CREAM CUPID HEARTS COAT HANGER,6.92
538116,8,2011-01-04T01:19,17543,Italy,42319F,FRUIT & VEG STORAGE BASKET,13.04
538116,6,2011-01-27T17:46,17106,Italy,36353B,WHITE HANGING HEART T-LIGHT HOLDER,11.61
538117,13,2010-12-03T12:25,19577,Italy,98136L,WHITE HANGING HEART T-LIGHT HOLDER,17.80
538117,18,2011-01-12T04:18,16161,Italy,27903Z,WHITE METAL LANTERN,15.70
538119,14,2011-01-06T21:31,12172,Italy,76084M,WHITE METAL LANTERN,12.01
538122,8,2011-02-05T23:12,15020,Italy,39434L,FRUIT & VEG STORAGE BASKET,8.37
538123,17,2011-01-23T17:52,15459,Italy,33410D,FRUIT & VEG STORAGE BASKET,9.41
538126,2,2011-02-05T07:39,13447,Italy,59698R,CREAM CUPID HEARTS COAT HANGER,19.65
538126,3,2011-01-17T08:27,17642,Italy,30880Y,CREAM CUPID HEARTS COAT HANGER,23.28
538128,3,2011-01-19T16:36,13455,Italy,63575A,FOOD STORAGE CONTAINER,1.92
538128,1,2010-12-28T20:33,11453,Italy,53886Q,WHITE HANGING HEART T-LIGHT HOLDER,19.47
538128,9,2011-01-22T01:00,17476,Italy,93959S,WOODEN TRAY,19.51
538135,2,2011-01-01T12:23,16064,Italy,24548K,WHITE HANGING HEART T-LIGHT HOLDER,4.22
538135,19,2011-01-31T04:10,11597,Italy,10591S,CREAM CUPID HEARTS COAT HANGER,11.72
538136,16,2010-12-21T09:35,19099,Italy,30387A,WHITE METAL LANTERN,8.76
538137,16,2010-12-12T17:49,19210,Italy,82121Q,FOOD STORAGE CONTAINER,7.13
538137,19,2010-12-01T14:21,10920,Italy,50831C,WOODEN TRAY,5.63
538137,19,2010-12-29T15:48,12785,Italy,56321I,WHITE HANGING HEART T-LIGHT HOLDER,0.77
538138,15,2011-01-02T01:30,11280,Italy,87332S,WHITE METAL LANTERN,11.74
538139,14,2011-01-07T15:11,13516,Italy,29804D,FOOD STORAGE CONTAINER,2.09
538139,12,2010-12-06T16:37,10166,Italy,83294R,WOODEN TRAY,10.17
538140,11,2011-01-02T15:59,11400,Italy,53076B,WHITE METAL LANTERN,5.07
538140,14,2011-01-07T12:50,16205,Italy,80608P,WHITE METAL LANTERN,24.12
538141,19,2011-02-02T02:51,11595,Italy,35927S,WOODEN TRAY,2.54
538143,6,2010-12-27T10:50,15612,Italy,26923H,PLASTIC BOTTLE,9.90
538144,2,2011-01-29T19:47,18078,Italy,59646N,WOODEN TRAY,24.88
538144,18,2010-12-17T18:41,13736,Italy,80321F,FRUIT & VEG STORAGE BASKET,17.65
538148,15,2011-02-01T22:12,12518,Italy,99701G,WOODEN TRAY,24.33
538150,5,2011-01-02T16:13,12753,Italy,57673Y,WOODEN TRAY,5.67
538150,11,2011-01-02T04:07,12207,Italy,66227N,FRUIT & VEG STORAGE BASKET,1.11
538151,7,2011-01-20T19:39,10297,Italy,43240P,WOODEN TRAY,11.23
538153,13,2010-12-13T19:10,15962,Italy,92812P,WOODEN TRAY,9.20
538159,7,2011-01-09T00:17,11351,Italy,35799E,WHITE METAL LANTERN,4.50
538160,12,2011-01-23T19:45,11595,Italy,23920R,WHITE METAL LANTERN,14.71
538162,14,2011-02-03T11:14,16576,Italy,95730E,WOODEN TRAY,12.14
538163,13,2011-01-01T22:23,14279,Italy,14958W,CREAM CUPID HEARTS COAT HANGER,11.67
538163,3,2010-12-06T10:17,16451,Italy,38104I,WHITE HANGING HEART T-LIGHT HOLDER,0.79
538163,7,2011-01-01T09:23,15736,Italy,12057M,WHITE METAL LANTERN,5.62
538165,17,2010-12-25T01:46,12146,Italy,68358M,CREAM CUPID HEARTS COAT HANGER,6.06
538168,20,2011-02-03T01:29,17968,Italy,98638E,FRUIT & VEG STORAGE BASKET,9.62
538169,16,2010-12-13T23:23,15541,Italy,60959S,FRUIT & VEG STORAGE BASKET,12.20
538170,20,2011-01-10T05:39,16350,Italy,36782L,WHITE METAL LANTERN,6.44
538170,11,2011-02-03T15:00,10687,Italy,49923S,FRUIT & VEG STORAGE BASKET,6.75
538170,15,2010-12-31T11:53,10472,Italy,50249I,FRUIT & VEG STORAGE BASKET,6.23
538170,20,2011-01-12T10:04,14087,Italy,22405D,WHITE HANGING HEART T-LIGHT HOLDER,20.16
538172,8,2011-01-22T08:49,13470,Italy,37279A,WHITE METAL LANTERN,23.64
538175,18,2011-02-03T09:02,13252,Italy,89835U,WOODEN TRAY,2.95
538176,6,2010-12-11T12:30,17524,Italy,94825R,GLASS JAR,6.34
538177,15,2010-12-15T16:36,17717,Italy,74348M,WHITE HANGING HEART T-LIGHT HOLDER,8.93
538177,6,2010-12-08T03:49,14359,Italy,62032F,WHITE METAL LANTERN,18.65
538180,20,2011-01-25T17:33,12940,Italy,34707O,PLASTIC BOTTLE,24.06
538180,17,2010-12-02T20:56,15668,Italy,92169I,WHITE METAL LANTERN,18.46
538180,13,2011-02-05T05:14,13217,Italy,99631W,WHITE METAL LANTERN,22.87
538180,1,2010-12-26T03:38,15612,Italy,42866H,WOODEN TRAY,8.22
538181,15,2011-01-29T19:37,17754,Italy,64822C,FOOD STORAGE CONTAINER,24.22
538182,10,2010-12-26T19:34,12585,Italy,16568F,PLASTIC BOTTLE,1.05
538187,15,2010-12-18T08:04,16964,Italy,72475N,CREAM CUPID HEARTS COAT HANGER,24.09
538188,16,2010-12-29T18:21,14741,Italy,25700W,GLASS JAR,3.27
538188,11,2010-12-08T09:43,16333,Italy,16613E,WHITE HANGING HEART T-LIGHT HOLDER,20.59
538188,8,2010-12-27T14:07,13323,Italy,94161C,WHITE METAL LANTERN,19.44
538189,12,2011-01-22T01:02,16050,Italy,25144C,WHITE HANGING HEART T-LIGHT HOLDER,24.99
538190,5,2010-12-08T12:56,11324,Italy,45354H,PLASTIC BOTTLE,10.85
538196,6,2011-01-15T18:40,12582,Italy,75608V,FRUIT & VEG STORAGE BASKET,11.18
538198,9,2011-01-04T14:26,11937,Italy,49618J,FRUIT & VEG STORAGE BASKET,2.85
538199,11,2010-12-15T07:48,18851,Italy,44258D,GLASS JAR,4.52
538200,6,2011-01-04T23:55,11626,Italy,92187R,CREAM CUPID HEARTS COAT HANGER,16.86
538202,9,2010-12-08T15:43,12445,Italy,77717A,FRUIT & VEG STORAGE BASKET,14.08
538204,7,2010-12-10T20:23,10398,Italy,75412O,FOOD STORAGE CONTAINER,11.88
538206,15,2010-12-19T10:58,12212,Italy,23657K,WHITE METAL LANTERN,13.78
538206,4,2011-01-01T12:44,19252,Italy,51961L,FOOD STORAGE CONTAINER,14.00
538207,5,2011-01-15T22:03,15209,Italy,77011H,WHITE HANGING HEART T-LIGHT HOLDER,8.80
538208,17,2011-02-04T04:04,15249,Italy,19270Y,PLASTIC BOTTLE,3.07
538210,7,2011-01-23T19:44,14087,Italy,97833O,FOOD STORAGE CONTAINER,15.66
538215,5,2011-01-27T14:34,16058,Italy,75538P,WHITE HANGING HEART T-LIGHT HOLDER,13.85
538215,18,2010-12-14T20:31,13308,Italy,39582Z,GLASS JAR,19.08
538215,17,2010-12-14T08:36,14075,Italy,25465C,WHITE METAL LANTERN,17.83
538217,15,2011-01-26T03:12,14572,Italy,71130K,FOOD STORAGE CONTAINER,19.06
538218,9,2011-02-07T08:54,16964,Italy,58535K,PLASTIC BOTTLE,22.98
538218,17,2011-01-31T13:12,19146,Italy,11834Y,WHITE HANGING HEART T-LIGHT HOLDER,15.81
538219,15,2011-01-06T20:59,15042,Italy,50275W,FRUIT & VEG STORAGE BASKET,7.02
538220,1,2011-01-07T13:46,16689,Italy,91765A,PLASTIC BOTTLE,17.56
538221,17,2010-12-20T13:56,19287,Italy,85397V,FOOD STORAGE CONTAINER,7.55
538223,18,2011-01-01T05:02,10223,Italy,20361T,GLASS JAR,23.69
538223,7,2011-01-24T01:59,11805,Italy,13292X,WHITE METAL LANTERN,11.32
538225,17,2010-12-29T01:59,15643,Italy,37258A,FRUIT & VEG STORAGE BASKET,22.84
538225,1,2010-12-11T18:57,12353,Italy,33178Q,WHITE METAL LANTERN,5.53
538227,12,2011-01-17T12:22,19291,Italy,47572B,PLASTIC BOTTLE,12.03
538227,12,2010-12-23T20:46,15316,Italy,80512K,GLASS JAR,14.98
538228,18,2011-01-14T03:23,16595,Italy,36584D,WHITE METAL LANTERN,22.56
538229,4,2010-12-03T05:48,17466,Italy,54751E,FOOD STORAGE CONTAINER,7.26
538230,20,2011-02-01T11:15,16709,Italy,45577F,FOOD STORAGE CONTAINER,3.10
538231,16,2011-01-13T00:53,10974,Italy,76783X,WHITE HANGING HEART T-LIGHT HOLDER,6.88
538232,10,2011-01-01T14:16,15255,Italy,36880S,FOOD STORAGE CONTAINER,11.56
538233,5,2010-12-16T14:45,15436,Italy,78092S,GLASS JAR,10.09
538236,3,2011-01-07T05:18,11124,Italy,15392C,FRUIT & VEG STORAGE BASKET,22.14
538237,3,2010-12-27T16:03,11980,Italy,29110Y,CREAM CUPID HEARTS COAT HANGER,16.86
538238,15,2011-01-05T09:52,10436,Italy,53095S,FRUIT & VEG STORAGE BASKET,16.03
538239,6,2011-01-11T18:04,14199,Italy,61782Q,WOODEN TRAY,10.01
538242,11,2010-12-12T06:47,19754,Italy,89976N,CREAM CUPID HEARTS COAT HANGER,11.48
538244,7,2010-12-23T17:55,19442,Italy,11321D,FRUIT & VEG STORAGE BASKET,8.16
538244,20,2010-12-02T09:36,17576,Italy,13164D,WOODEN TRAY,12.86
538247,10,2011-01-14T04:34,17476,Italy,43436H,FOOD STORAGE CONTAINER,24.64
538248,6,2011-01-24T18:43,17497,Italy,99034T,WHITE HANGING HEART T-LIGHT HOLDER,18.27
538250,3,2011-01-16T12:04,14455,Italy,10732L,WOODEN TRAY,7.44
538257,18,2010-12-13T02:14,19667,Italy,90986Y,FOOD STORAGE CONTAINER,18.79
538259,8,2010-12-16T09:19,12766,Italy,21064C,PLASTIC BOTTLE,24.57
538260,20,2011-01-18T18:57,13248,Italy,54791D,CREAM CUPID HEARTS COAT HANGER,11.56
538262,13,2011-01-28T18:31,12445,Italy,96576E,GLASS JAR,5.77
538265,20,2011-01-20T07:58,11826,Italy,92924F,PLASTIC BOTTLE,9.90
538268,4,2011-01-25T20:05,18403,Italy,35093C,WHITE METAL LANTERN,21.96
538270,10,2011-01-18T01:43,13229,Italy,78800X,WOODEN TRAY,12.26
538270,10,2010-12-31T06:26,16574,Italy,73193L,PLASTIC BOTTLE,12.16
538279,10,2010-12-16T08:11,15792,Italy,93224V,GLASS JAR,19.34
538280,18,2011-01-08T08:09,15763,Italy,17765A,GLASS JAR,13.90
538280,15,2010-12-25T02:46,18606,Italy,48429R,WHITE METAL LANTERN,15.96
538281,16,2011-01-08T17:26,11981,Italy,79904B,GLASS JAR,12.35
538283,7,2011-01-25T19:46,17040,Italy,74260U,FOOD STORAGE CONTAINER,11.72
538287,10,2011-02-04T04:56,19899,Italy,26607T,WHITE METAL LANTERN,12.61
538288,10,2011-02-05T19:51,10356,Italy,80213O,FOOD STORAGE CONTAINER,3.49
538289,14,2010-12-02T08:39,14652,Italy,17455I,GLASS JAR,2.80
538291,15,2011-01-11T23:31,19475,Italy,34062O,CREAM CUPID HEARTS COAT HANGER,12.08
538293,1,2010-12-03T00:31,17255,Italy,56276T,FRUIT & VEG STORAGE BASKET,21.29
538293,2,2010-12-21T14:55,16209,Italy,86078B,PLASTIC BOTTLE,13.56
538295,7,2011-01-25T15:39,13697,Italy,18086X,GLASS JAR,13.11
538296,12,2010-12-30T11:08,14417,Italy,16741J,CREAM CUPID HEARTS COAT HANGER,5.01
538297,20,2010-12-29T14:23,10974,Italy,81143W,WHITE HANGING HEART T-LIGHT HOLDER,6.70
538299,19,2010-12-17T13:26,13758,Italy,74233A,WOODEN TRAY,2.10
538299,16,2011-02-04T06:18,13426,Italy,52104J,CREAM CUPID HEARTS COAT HANGER,10.49
538302,11,2010-12-30T01:24,10067,Italy,39416S,WOODEN TRAY,24.79
538303,8,2010-12-05T19:35,16465,Italy,75956L,PLASTIC BOTTLE,15.01
538305,12,2010-12-29T04:42,14520,Italy,68684R,PLASTIC BOTTLE,0.92
538306,11,2010-12-11T08:09,12146,Italy,90381J,CREAM CUPID HEARTS COAT HANGER,24.91
538308,4,2010-12-19T08:23,18243,Italy,42329F,PLASTIC BOTTLE,23.70
538308,6,2011-01-25T10:57,18361,Italy,52792H,WOODEN TRAY,18.59
538308,2,2011-01-12T06:25,18628,Italy,67535T,PLASTIC BOTTLE,13.41
538310,10,2011-01-02T18:30,12365,Italy,50978T,WHITE HANGING HEART T-LIGHT HOLDER,12.67
538310,15,2010-12-02T09:12,12947,Italy,97710G,FRUIT & VEG STORAGE BASKET,17.56
538312,3,2010-12-27T23:19,15679,Italy,15720D,WHITE METAL LANTERN,3.72
538312,17,2010-12-24T01:50,16838,Italy,73812R,CREAM CUPID HEARTS COAT HANGER,19.99
538312,4,2011-01-07T21:54,16618,Italy,28483B,CREAM CUPID HEARTS COAT HANGER,21.98
538314,14,2011-02-05T09:06,19724,Italy,42615P,WOODEN TRAY,10.62
538315,12,2010-12-02T15:06,16709,Italy,69489W,CREAM CUPID HEARTS COAT HANGER,8.88
538318,19,2010-12-23T03:42,14280,Italy,41640R,WOODEN TRAY,1.09
538320,6,2011-02-04T19:17,12353,Italy,26774V,WOODEN TRAY,21.64
538322,17,2011-01-01T17:30,11882,Italy,90125L,PLASTIC BOTTLE,10.66
538322,12,2010-12-28T13:01,11280,Italy,96296C,WHITE METAL LANTERN,1.51
538323,5,2010-12-30T04:41,14417,Italy,28181K,PLASTIC BOTTLE,13.23
538324,17,2011-01-05T02:08,14667,Italy,86196Z,FOOD STORAGE CONTAINER,22.88
538325,1,2011-01-03T11:41,12680,Italy,34850V,FRUIT & VEG STORAGE BASKET,14.82
538327,16,2010-12-30T02:45,14650,Italy,42072E,WHITE HANGING HEART T-LIGHT HOLDER,5.99
538328,14,2011-02-03T03:39,11321,Italy,66637I,FOOD STORAGE CONTAINER,24.66
538331,7,2010-12-29T21:41,13312,Italy,54505F,CREAM CUPID HEARTS COAT HANGER,18.08
538332,2,2010-12-04T15:03,10120,Italy,42345M,WOODEN TRAY,22.42
538333,18,2010-12-04T14:58,15782,Italy,18211V,CREAM CUPID HEARTS COAT HANGER,19.46
538334,3,2010-12-26T03:04,13063,Italy,62429B,GLASS JAR,16.90
538334,8,2011-01-31T16:36,14285,Italy,13111S,WHITE HANGING HEART T-LIGHT HOLDER,22.19
538334,4,2010-12-18T15:43,17070,Italy,17022M,WHITE HANGING HEART T-LIGHT HOLDER,11.65
538335,11,2010-12-21T06:27,15696,Italy,52724N,WOODEN TRAY,3.39
538335,17,2011-02-07T16:32,16333,Italy,62462S,GLASS JAR,12.99
538336,11,2011-01-17T19:42,15956,Italy,85094B,FOOD STORAGE CONTAINER,22.28
538336,15,2010-12-25T23:22,15994,Italy,25405R,CREAM CUPID HEARTS COAT HANGER,12.29
538340,7,2010-12-25T15:41,11969,Italy,13566C,WHITE METAL LANTERN,22.44
538342,16,2011-01-16T15:13,10428,Italy,64067E,PLASTIC BOTTLE,19.51
538342,3,2011-01-07T07:38,17234,Italy,62218Y,WHITE HANGING HEART T-LIGHT HOLDER,24.00
538347,9,2010-12-14T04:36,10305,Italy,54778W,WHITE HANGING HEART T-LIGHT HOLDER,8.43
538347,13,2010-12-26T18:43,11965,Italy,37658Z,FRUIT & VEG STORAGE BASKET,8.98
538349,15,2011-01-30T15:42,16352,Italy,85151Z,CREAM CUPID HEARTS COAT HANGER,18.05
538349,15,2011-02-07T02:10,12179,Italy,69087Z,WHITE METAL LANTERN,10.51
538350,2,2010-12-10T09:06,12175,Italy,23187L,CREAM CUPID HEARTS COAT HANGER,19.64
538352,18,2011-01-30T20:21,18250,Italy,90708K,WHITE HANGING HEART T-LIGHT HOLDER,21.72
538353,20,2010-12-24T00:19,12179,Italy,62991G,WHITE METAL LANTERN,14.38
538355,13,2011-02-06T11:13,12115,Italy,29602E,CREAM CUPID HEARTS COAT HANGER,11.72
538359,20,2010-12-18T19:56,18964,Italy,45337H,CREAM CUPID HEARTS COAT HANGER,19.63
538359,20,2011-01-13T10:32,16385,Italy,55946R,GLASS JAR,2.51
538360,19,2010-12-06T18:45,13525,Italy,63127G,WHITE METAL LANTERN,24.15
538363,10,2010-12-24T12:46,11010,Italy,56903T,WHITE HANGING HEART T-LIGHT HOLDER,24.20
538364,1,2010-12-31T12:26,11308,Italy,43149V,WHITE HANGING HEART T-LIGHT HOLDER,21.88
538367,13,2011-01-31T10:11,19939,Italy,22748K,WHITE METAL LANTERN,4.71
538369,16,2011-01-26T11:42,16053,Italy,57073Y,PLASTIC BOTTLE,17.35
538373,16,2011-01-24T21:28,16666,Italy,85101X,WOODEN TRAY,0.98
538374,7,2011-01-10T00:25,18230,Italy,35647G,WOODEN TRAY,3.39
538375,16,2010-12-31T11:54,14741,Italy,46667Z,WOODEN TRAY,17.22
538376,2,2010-12-19T18:40,19273,Italy,40437Y,FOOD STORAGE CONTAINER,11.91
538377,15,2011-02-05T01:43,14533,Italy,30975W,FRUIT & VEG STORAGE BASKET,19.48
538379,4,2010-12-20T18:51,16542,Italy,45715Q,WOODEN TRAY,21.16
538381,9,2011-01-28T02:26,15283,Italy,62499W,GLASS JAR,19.49
538382,15,2011-02-05T07:57,16607,Italy,39883Q,GLASS JAR,8.07
538382,13,2011-02-04T13:59,10191,Italy,51370L,FOOD STORAGE CONTAINER,10.90
538383,8,2011-01-22T22:21,13468,Italy,68721O,GLASS JAR,17.75
538384,9,2010-12-17T03:22,14087,Italy,93360W,WHITE HANGING HEART T-LIGHT HOLDER,12.46
538387,18,2011-02-07T04:06,14755,Italy,98610J,PLASTIC BOTTLE,18.94
538388,16,2011-01-12T10:56,11248,Italy,38055C,WHITE METAL LANTERN,15.60
538390,1,2011-01-14T18:58,15422,Italy,39160C,CREAM CUPID HEARTS COAT HANGER,15.52
538392,3,2011-02-01T01:12,17624,Italy,87520K,WOODEN TRAY,17.96
538393,14,2011-02-05T21:00,16663,Italy,83463I,PLASTIC BOTTLE,19.93
538396,16,2011-01-17T16:13,19677,Italy,37492O,FRUIT & VEG STORAGE BASKET,23.90
538397,7,2010-12-06T20:29,18286,Italy,22363H,FOOD STORAGE CONTAINER,12.35
538399,17,2010-12-26T18:48,18840,Italy,63128K,WHITE METAL LANTERN,6.29
538400,9,2011-01-02T00:22,10202,Italy,58500G,PLASTIC BOTTLE,13.64
538403,19,2010-12-26T08:34,15151,Italy,29234J,WHITE METAL LANTERN,16.42
538405,18,2010-12-09T14:58,17136,Italy,59918F,WHITE METAL LANTERN,24.69
538411,13,2011-01-19T03:28,14699,Italy,56108T,FRUIT & VEG STORAGE BASKET,23.68
538415,20,2011-01-01T18:35,14320,Italy,93337X,WHITE HANGING HEART T-LIGHT HOLDER,22.33
538416,16,2011-02-08T06:25,15102,Italy,10045Y,FOOD STORAGE CONTAINER,24.51
538418,2,2011-01-22T01:25,14571,Italy,17106E,FRUIT & VEG STORAGE BASKET,5.84
